"profile_label","time_set","NSE","day_type","mean_hours","se_hours"
"Profile_4","t_tnr",1,"Día de semana",3.93884083923354,0.140157900893833
"Profile_4","t_tnr",2,"Día de semana",4.3013342498449,0.0912547311709725
"Profile_4","t_tnr",3,"Día de semana",4.28930603867515,0.193988417399268
"Profile_4","t_tnr",1,"Día de fin de semana",3.15573890332155,0.10384179692958
"Profile_4","t_tnr",2,"Día de fin de semana",3.53701085323027,0.084914381809157
"Profile_4","t_tnr",3,"Día de fin de semana",3.42867777797788,0.161460998574069
"Profile_4","t_to",1,"Día de semana",7.64707103372461,0.322760963532168
"Profile_4","t_to",2,"Día de semana",8.03270210261173,0.207733079411762
"Profile_4","t_to",3,"Día de semana",7.20353169010832,0.384491194487105
"Profile_4","t_to",1,"Día de fin de semana",7.19483409900032,0.467828013630057
"Profile_4","t_to",2,"Día de fin de semana",7.42031538998982,0.370462867858409
"Profile_4","t_to",3,"Día de fin de semana",5.5687249705009,0.802745166177289
"Profile_4","t_tvaoh",1,"Día de semana",5.68877835983307,0.942300895807656
"Profile_4","t_tvaoh",2,"Día de semana",5.55441242520929,1.02124305776331
"Profile_4","t_tvaoh",3,"Día de semana",5.70581270456839,1.47181503633125
"Profile_4","t_tvaoh",1,"Día de fin de semana",4.2025005583053,0.481922413448146
"Profile_4","t_tvaoh",2,"Día de fin de semana",4.27748629056207,0.372557316645787
"Profile_4","t_tvaoh",3,"Día de fin de semana",4.52535500712726,0.665162721492876
"Profile_5","t_ap",1,"Día de semana",15.0264872321257,0.333024166423398
"Profile_5","t_ap",2,"Día de semana",15.0828622175658,0.247704779561197
"Profile_5","t_ap",3,"Día de semana",15.3777306536207,0.294961107467801
"Profile_5","t_ap",1,"Día de fin de semana",17.1700711467484,0.381834643468708
"Profile_5","t_ap",2,"Día de fin de semana",17.5119529641915,0.28340148587919
"Profile_5","t_ap",3,"Día de fin de semana",19.7097235657012,0.333507196041244
"Profile_5","t_cgt",1,"Día de semana",8.39027839351787,0.356948035156945
"Profile_5","t_cgt",2,"Día de semana",9.62853796087773,0.251527855862109
"Profile_5","t_cgt",3,"Día de semana",10.3389241995,0.269550885466441
"Profile_5","t_cgt",1,"Día de fin de semana",5.54835882543151,0.326238748851945
"Profile_5","t_cgt",2,"Día de fin de semana",5.78877495683736,0.244651934779663
"Profile_5","t_cgt",3,"Día de fin de semana",5.37283621945125,0.339287140101181
"Profile_5","t_tcnr",1,"Día de semana",0,0
"Profile_5","t_tcnr",2,"Día de semana",0,0
"Profile_5","t_tcnr",3,"Día de semana",0,0
"Profile_5","t_tcnr",1,"Día de fin de semana",0,0
"Profile_5","t_tcnr",2,"Día de fin de semana",0,0
"Profile_5","t_tcnr",3,"Día de fin de semana",0,0
"Profile_5","t_tdnr",1,"Día de semana",3.09404616801427,0.190152246249111
"Profile_5","t_tdnr",2,"Día de semana",3.07725330475865,0.137489062507635
"Profile_5","t_tdnr",3,"Día de semana",2.82379984201468,0.166309299734543
"Profile_5","t_tdnr",1,"Día de fin de semana",3.17987351135374,0.174514227488406
"Profile_5","t_tdnr",2,"Día de fin de semana",3.02635790413457,0.119764934821664
"Profile_5","t_tdnr",3,"Día de fin de semana",3.31677490108526,0.177393762841183
"Profile_5","t_tnr",1,"Día de semana",3.73806536387273,0.275548093893162
"Profile_5","t_tnr",2,"Día de semana",3.6472907099529,0.1885464937727
"Profile_5","t_tnr",3,"Día de semana",3.28071437814487,0.200849763010737
"Profile_5","t_tnr",1,"Día de fin de semana",4.00512622948001,0.271216108122709
"Profile_5","t_tnr",2,"Día de fin de semana",3.71459615131131,0.158610461737323
"Profile_5","t_tnr",3,"Día de fin de semana",3.90313774708046,0.230906360770754
"Profile_5","t_to",1,"Día de semana",8.32795905832963,0.445067626119269
"Profile_5","t_to",2,"Día de semana",8.81766473511487,0.183518358632633
"Profile_5","t_to",3,"Día de semana",8.9783709530336,0.21059850442202
"Profile_5","t_to",1,"Día de fin de semana",7.40952823677203,0.659876431385248
"Profile_5","t_to",2,"Día de fin de semana",8.14059305179045,0.374633867918326
"Profile_5","t_to",3,"Día de fin de semana",6.94607985442852,0.657432595636763
"Profile_5","t_tvaoh",1,"Día de semana",4.58976286124566,0.803080847274074
"Profile_5","t_tvaoh",2,"Día de semana",3.33781751955553,0.45087334476829
"Profile_5","t_tvaoh",3,"Día de semana",6.2541233695756,2.83613256024523
"Profile_5","t_tvaoh",1,"Día de fin de semana",4.63082185699068,0.755835429575769
"Profile_5","t_tvaoh",2,"Día de fin de semana",4.10190872126504,0.391810917653602
"Profile_5","t_tvaoh",3,"Día de fin de semana",3.23370831308836,0.595565479649088
"Profile_6","t_ap",1,"Día de semana",17.4304968481993,0.985768749464428
"Profile_6","t_ap",2,"Día de semana",16.6935689752574,0.728137220306046
"Profile_6","t_ap",3,"Día de semana",18.7119949203159,0.815734382229037
"Profile_6","t_ap",1,"Día de fin de semana",18.7177468348562,1.17022890709815
"Profile_6","t_ap",2,"Día de fin de semana",18.7564659774938,0.88270907645763
"Profile_6","t_ap",3,"Día de fin de semana",20.6864039767375,0.710726434856792
"Profile_6","t_cgt",1,"Día de semana",7.19767354317315,1.14865530301921
"Profile_6","t_cgt",2,"Día de semana",8.87674074926596,0.563389076497643
"Profile_6","t_cgt",3,"Día de semana",8.11623975306926,0.682752643110857
"Profile_6","t_cgt",1,"Día de fin de semana",4.90901604344386,0.783869911999484
"Profile_6","t_cgt",2,"Día de fin de semana",5.97225184787042,0.6607769278499
"Profile_6","t_cgt",3,"Día de fin de semana",5.14455858046468,0.48709277763443
"Profile_6","t_tcnr",1,"Día de semana",1.19170036208386,0.632891574333742
